Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Skoda,Rapid 1.6 MPI Active,11440,2018,47000,Petrol,Manual,Coimbatore,White,First,Individual,1598 cc,104,153,FWD,4386.0,1699.0,1466.0,5.0,55.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,15340,2019,38000,Petrol,Automatic,Bangalore,White,First,Individual,1591 cc,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0
Maruti Suzuki,Alto 800 Lxi,3705,2016,17000,Petrol,Manual,Lucknow,White,First,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Hyundai,Verna 1.6 CRDI SX,12025,2018,925000,Diesel,Manual,Karnal,White,First,Individual,1582 cc,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0
Ford,Aspire Titanium1.5 TDCi [2018-2020],8775,2019,35000,Diesel,Manual,Bhopal,White,First,Individual,1498 cc,99,215,FWD,3995.0,1704.0,1525.0,5.0,40.0
MINI,Cooper D 5 Door,32500,2015,34303,Diesel,Automatic,Bangalore,Yellow,Second,Individual,1496 cc,114,270,FWD,3982.0,1727.0,1425.0,5.0,44.0
Audi,A6 35 TDI Matrix,47775,2019,34000,Diesel,Automatic,Ghaziabad,Black,First,Individual,1968 cc,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0
Hyundai,Alcazar Signature (O) 7 Seater 1.5 Diesel AT,31200,2022,8000,Diesel,Automatic,Hyderabad,White,First,Individual,1493 cc,113,250,FWD,4500.0,1790.0,1675.0,7.0,50.0
Kia,Seltos HTK 1.5 Diesel [2020-2021],16900,2020,27000,Diesel,Manual,Jaipur,Silver,First,Individual,1493 cc,113,250,FWD,4315.0,1800.0,1645.0,5.0,50.0
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,10725,2021,6600,Petrol,Automatic,Hyderabad,Blue,First,Individual,1197 cc,82,114,FWD,3805.0,1680.0,1520.0,5.0,37.0
Toyota,Innova 2.5 GX BS IV 8 STR,11687,2015,125000,Diesel,Manual,Mumbai,Silver,Third,Individual,2494 cc,101,200,RWD,4585.0,1765.0,1760.0,8.0,55.0
Maruti Suzuki,Alto 800 VXi,5330,2021,13424,Petrol,Manual,Ranga Reddy,Silver,First,Individual,796 cc,47,69,FWD,3445.0,1515.0,1475.0,5.0,35.0
Maruti Suzuki,Alto 800 Lxi CNG,3757,2015,78000,CNG,Manual,Mumbai,White,First,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,Alto LXi,3640,2011,69276,Petrol,Manual,Hyderabad,Gold,First,Individual,998 cc,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0
Hyundai,Verna SX (O) 1.6 CRDi,10556,2017,31000,Diesel,Manual,Kolkata,White,First,Individual,1582 cc,126,260,FWD,4440.0,1729.0,1475.0,5.0,45.0
BMW,5-Series 530d M Sport [2017-2019],70200,2017,33000,Diesel,Automatic,Bangalore,White,Second,Individual,2993 cc,261,620,RWD,4936.0,1868.0,1479.0,4.0,78.0
Volkswagen,Polo Highline1.5L (D),8125,2014,54000,Diesel,Manual,Bangalore,Grey,First,Individual,1498 cc,89,230,FWD,3971.0,1682.0,1469.0,5.0,45.0
Maruti Suzuki,Vitara Brezza ZDi,9425,2017,75000,Diesel,Manual,Ambala Cantt,White,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
BMW,X3 20d M Sport,54535,2017,63651,Diesel,Automatic,Bangalore,White,First,Individual,1995 cc,190,400,AWD,4657.0,1881.0,1678.0,5.0,67.0
Audi,Q3 35 TDI Premium Plus + Sunroof,18850,2014,71796,Diesel,Automatic,Bangalore,Blue,Third,Individual,1968 cc,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Nissan,Terrano XE (D),5525,2014,74000,Diesel,Manual,Gurgaon,Silver,Second,Individual,1461 cc,84,200,FWD,4331.0,1822.0,1671.0,5.0,50.0
Hyundai,Eon Sportz,3250,2013,82461,Petrol,Manual,Hyderabad,Red,First,Individual,814 cc,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0
Maruti Suzuki,DZire VDi,10400,2018,66000,Diesel,Manual,Pune,Gold,First,Individual,1248 cc,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0
Mahindra,Scorpio S10,11375,2015,87000,Diesel,Manual,Varanasi,White,First,Individual,2179 cc,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0
Mercedes-Benz,GLA 200 d Sport,29575,2016,61109,Diesel,Automatic,Bangalore,Brown,Second,Individual,2143 cc,134,300,FWD,4424.0,1804.0,1494.0,5.0,50.0
Tata,Tiago NRG Petrol,6825,2019,32000,Petrol,Manual,Noida,Bronze,First,Individual,1199 cc,84,114,FWD,3793.0,1665.0,1587.0,5.0,35.0
Mercedes-Benz,S-Class S 450,260000,2021,6600,Petrol,Automatic,Delhi,White,First,Individual,2996 cc,362,500,RWD,5246.0,1899.0,1494.0,5.0,80.0
Mahindra,Thar LX 4-STR Hard Top Petrol MT,19760,2021,14000,Petrol,Manual,Delhi,Brown,First,Individual,1997 cc,150,300,AWD,3985.0,1820.0,1844.0,4.0,57.0
Hyundai,i10 Magna,2210,2009,135797,Petrol,Manual,Lucknow,Silver,Second,Individual,1086 cc,67,99,FWD,3565.0,1595.0,1550.0,5.0,35.0
Ford,Endeavour Titanium Plus 3.2 4x4 AT,42900,2019,42475,Diesel,Automatic,Pune,Silver,First,Individual,3198 cc,197,470,AWD,4903.0,1869.0,1837.0,7.0,80.0
Maruti Suzuki,Celerio ZXi AMT [2017-2019],7475,2018,27239,Petrol,Automatic,Bangalore,Orange,First,Individual,998 cc,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0
Chevrolet,Spark LS 1.0 BS-III,2470,2013,66000,Petrol,Manual,Lucknow,White,First,Individual,995 cc,62,90,FWD,3495.0,1495.0,1518.0,5.0,38.0
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT,9815,2022,2272,Petrol,Manual,Hyderabad,White,First,Individual,1197 cc,82,114,FWD,3805.0,1680.0,1520.0,5.0,37.0
Honda,CR-V 2.0L 2WD AT,14690,2015,50000,Petrol,Automatic,Mumbai,Brown,First,Individual,1997 cc,154,190,FWD,4545.0,1820.0,1685.0,5.0,58.0
Maruti Suzuki,Swift DZire LXI,7930,2017,38674,Petrol,Manual,Navi Mumbai,Red,First,Individual,1197 cc,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0
Audi,Q3 35 TDI Premium Plus + Sunroof,24375,2016,40000,Diesel,Automatic,Delhi,White,First,Individual,1968 cc,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,Alto 800 Lxi CNG,6240,2021,14000,CNG,Manual,Mohali,Grey,First,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Renault,Kwid 1.0 RXL [2017-2019],4745,2019,32000,Petrol,Manual,Mumbai,Brown,First,Individual,999 cc,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0
Ford,Ecosport Titanium+ 1.5L TDCi,9685,2017,82000,Diesel,Manual,Jaipur,White,First,Individual,1498 cc,99,205,FWD,3999.0,1765.0,1708.0,5.0,52.0
Mercedes-Benz,B-class B180 Sports,14950,2013,52000,Petrol,Automatic,Delhi,Silver,Second,Individual,1595 cc,120,200,FWD,4359.0,2010.0,1557.0,5.0,50.0
Hyundai,Xcent SX 1.1 CRDi (O),2600,2014,56000,Diesel,Manual,Delhi,White,Third,Individual,1120 cc,71,180,FWD,3995.0,1660.0,1520.0,5.0,43.0
Honda,City VX CVT,10075,2016,42000,Petrol,Automatic,Mumbai,Brown,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,Creta SX Plus 1.6  Petrol,11180,2016,57983,Petrol,Manual,Mumbai,White,First,Individual,1591 cc,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0
Audi,A3 35 TFSI Premium Plus,27170,2018,15600,Petrol,Automatic,Lucknow,White,First,Corporate,1395 cc,148,250,FWD,4456.0,1796.0,1416.0,5.0,50.0
Hyundai,Verna 1.6 CRDI SX,14300,2019,26000,Diesel,Manual,Patna,White,First,Individual,1582 cc,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0
Mercedes-Benz,S-Class S 350D [2018-2020],240500,2021,5000,Diesel,Automatic,Pune,White,UnRegistered Car,Individual,2925 cc,282,600,RWD,5246.0,1899.0,1494.0,5.0,70.0
Maruti Suzuki,Swift DZire VDI,3380,2011,90000,Diesel,Manual,Chandigarh,White,Second,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Mercedes-Benz,E-Class E 250 CDI Avantgarde,34970,2016,43323,Diesel,Automatic,Chandigarh,Silver,Second,Individual,2143 cc,204,500,RWD,4879.0,1854.0,1474.0,5.0,80.0
Skoda,Octavia 2.0 TDI L&K,18200,2020,94182,Diesel,Automatic,Kanpur,Grey,First,Individual,1968 cc,141,320,FWD,4670.0,1814.0,1476.0,5.0,50.0
Hyundai,Santro Sportz [2018-2020],6695,2022,3395,Petrol,Manual,Ludhiana,Others,First,Individual,1086 cc,68,99,FWD,3610.0,1645.0,1560.0,5.0,35.0
Maruti Suzuki,Ertiga VDi,7800,2014,53213,Diesel,Manual,Patna,White,First,Individual,1248 cc,89,200,FWD,4265.0,1695.0,1685.0,7.0,45.0
Ford,Endeavour Titanium 3.2 4x4 AT,26000,2017,93000,Diesel,Automatic,Ahmedabad,White,First,Individual,3198 cc,197,470,AWD,4892.0,1860.0,1837.0,7.0,80.0
Jaguar,XE Prestige Diesel,37050,2018,45000,Diesel,Automatic,Dehradun,White,First,Individual,1999 cc,177,430,RWD,4795.0,1967.0,1416.0,5.0,56.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],41600,2017,110000,Diesel,Automatic,Chandigarh,Grey,First,Individual,2755 cc,174,450,AWD,4795.0,1855.0,1835.0,7.0,80.0
Toyota,Corolla Altis GL Petrol,13975,2016,70000,Petrol,Manual,Delhi,White,First,Individual,1798 cc,138,173,FWD,4620.0,1775.0,1475.0,5.0,55.0
Tata,Altroz XT Petrol,7475,2020,40000,Petrol,Manual,Kolkata,White,First,Individual,1199 cc,85,113,FWD,3990.0,1755.0,1523.0,5.0,37.0
Volvo,XC40 D4 R-Design,51350,2018,52000,Diesel,Automatic,Bangalore,White,First,Individual,1969 cc,190,400,AWD,4425.0,1863.0,1652.0,5.0,54.0
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],9750,2019,6200,Petrol,Manual,Mumbai,Blue,First,Individual,1462 cc,103,138,FWD,4490.0,1730.0,1485.0,5.0,43.0
Honda,WR-V VX MT Diesel,9815,2017,75650,Diesel,Manual,Thane,White,First,Individual,1498 cc,99,200,FWD,3999.0,1734.0,1601.0,5.0,40.0
Hyundai,i10 Sportz 1.2,2470,2010,60000,Petrol,Manual,Roorkee,White,Third,Individual,1197 cc,80,111,FWD,3565.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,Swift DZire VDI,5525,2014,89000,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Alto 800 Lxi CNG,5070,2019,56000,CNG,Manual,Ahmedabad,White,First,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Hyundai,Verna 1.6 CRDI SX,11115,2017,57000,Diesel,Manual,Bangalore,Grey,Second,Individual,1582 cc,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0
Hyundai,Eon Era +,2925,2012,56000,Petrol,Manual,Meerut,Grey,First,Individual,814 cc,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0
Audi,A6 35 TDI Matrix,31525,2016,60000,Diesel,Automatic,Mumbai,White,First,Individual,1968 cc,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0
Mahindra,Scorpio S9 2WD 7 STR,16510,2019,61805,Diesel,Manual,Guwahati,White,First,Individual,2179 cc,140,320,RWD,4456.0,1820.0,1995.0,7.0,60.0
Maruti Suzuki,Wagon R LXI CNG (O),4225,2014,58000,CNG,Manual,Delhi,Red,Second,Individual,998 cc,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0
Tata,Nexon XM,9750,2019,33000,Petrol,Manual,Delhi,Silver,First,Individual,1198 cc,108,170,FWD,3994.0,1811.0,1607.0,5.0,44.0
Maruti Suzuki,Celerio ZXi AMT [2019-2020],5850,2014,48000,Petrol,Automatic,Mumbai,Silver,First,Individual,998 cc,67,90,FWD,3695.0,1600.0,1560.0,5.0,35.0
MG,Hector Sharp 2.0 Diesel [2019-2020],22230,2020,12400,Diesel,Manual,Mohali,Grey,First,Individual,1956 cc,169,350,FWD,4655.0,1835.0,1760.0,5.0,60.0
Hyundai,Creta 1.6 SX (O),11323,2015,64000,Diesel,Manual,Ahmedabad,White,First,Individual,1582 cc,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0
Maruti Suzuki,Wagon R LXI CNG (O),8125,2021,18000,CNG,Manual,Delhi,Silver,First,Individual,998 cc,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0
Mahindra,KUV100 K6 D 6 STR [2016-2017],6435,2016,53376,Diesel,Manual,Bangalore,Orange,First,Individual,1198 cc,77,190,FWD,3675.0,1715.0,1655.0,6.0,35.0
Honda,City V Diesel,7800,2016,70000,Diesel,Manual,Kanpur,Silver,First,Individual,1498 cc,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,Verna Fluidic 1.6 CRDi SX,7735,2014,65123,Diesel,Manual,Patna,Black,First,Individual,1582 cc,126,260,FWD,4370.0,1700.0,1475.0,5.0,43.0
Honda,Amaze 1.2 S i-VTEC,5525,2014,58600,Petrol,Manual,Pune,Red,First,Individual,1198 cc,87,109,FWD,3990.0,1680.0,1505.0,5.0,35.0
Hyundai,Venue SX (O) 1.0 Turbo iMT,13650,2021,7500,Petrol,Manual,Hyderabad,Blue,First,Individual,998 cc,118,172,FWD,3995.0,1770.0,1605.0,5.0,45.0
Hyundai,Creta SX 1.6 CRDi,16887,2019,39000,Diesel,Manual,Mumbai,White,First,Individual,1582 cc,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0
Hyundai,i10 Magna,2275,2009,23000,Petrol,Manual,Mumbai,Red,First,Individual,1086 cc,67,99,FWD,3565.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,XL6 Zeta MT Petrol,12935,2019,27900,Petrol,Manual,Mumbai,Brown,First,Individual,1462 cc,103,138,FWD,4445.0,1775.0,1700.0,6.0,45.0
Maruti Suzuki,Ertiga VXI CNG,13325,2019,42000,CNG,Manual,Delhi,Brown,First,Individual,1373 cc,94,130,FWD,4296.0,1695.0,1685.0,7.0,45.0
Renault,Kwid 1.0 RXT [2016-2019],3445,2016,122000,Petrol,Manual,Coimbatore,Red,First,Individual,999 cc,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0
Maruti Suzuki,Baleno Sigma 1.2,6175,2015,48000,Petrol,Manual,Navi Mumbai,Grey,First,Individual,1197 cc,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0
Hyundai,Elite i20 Sportz 1.2 (O),8580,2018,9000,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0
Renault,Kwid 1.0 RXT AMT Opt,6370,2019,32000,Petrol,Automatic,Coimbatore,Bronze,First,Individual,999 cc,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0
Toyota,Innova 2.7 GX AT 7 STR [2016-2020],25350,2018,54000,Petrol,Automatic,Mumbai,Silver,First,Individual,2694 cc,164,245,RWD,4735.0,1830.0,1795.0,7.0,65.0
Nissan,Sunny XL,4095,2012,57000,Petrol,Manual,Amritsar,White,First,Individual,1498 cc,98,134,FWD,4425.0,1695.0,1505.0,5.0,41.0
Mercedes-Benz,GLE 250 d,54470,2017,90000,Diesel,Automatic,Ludhiana,Black,First,Individual,2143 cc,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0
Honda,Brio S MT,4433,2016,49000,Petrol,Manual,Mumbai,White,First,Individual,1198 cc,87,109,FWD,3610.0,1680.0,1500.0,5.0,35.0
Maruti Suzuki,Vitara Brezza ZDi Plus,12350,2018,71000,Diesel,Manual,Udupi,White,Second,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Swift VXi,5330,2014,20000,Petrol,Manual,Mumbai,Grey,Second,Individual,1197 cc,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,Ciaz Zeta 1.3 Hybrid,13650,2021,5000,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,89,200,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,Swift VXi,4745,2013,68000,Petrol,Manual,Mumbai,Blue,First,Individual,1197 cc,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0
Mercedes-Benz,CLA 200 D Urban Sport,40300,2019,17000,Diesel,Automatic,Delhi,Red,First,Individual,2143 cc,136,300,FWD,4630.0,1777.0,1432.0,5.0,56.0
Mahindra,Thar LX 4-STR Hard Top Diesel AT,24375,2022,15000,Diesel,Automatic,Delhi,Grey,First,Individual,2184 cc,130,300,AWD,3985.0,1820.0,1844.0,4.0,57.0
Land Rover,Discovery Sport HSE Petrol 7-Seater,66300,2019,24444,Petrol,Automatic,Bangalore,Blue,Second,Individual,1999 cc,236,340,AWD,4600.0,2069.0,1724.0,7.0,65.0
Ford,Ecosport Titanium 1.5 TDCi,7735,2015,43000,Diesel,Manual,Mumbai,Silver,First,Individual,1498 cc,89,204,FWD,3999.0,1765.0,1708.0,5.0,52.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],67600,2020,18000,Diesel,Automatic,Noida,White,First,Individual,1950 cc,192,400,RWD,5063.0,1860.0,1494.0,5.0,80.0
Land Rover,Range Rover Sport SDV6 SE,78000,2014,82000,Diesel,Automatic,Ludhiana,White,First,Individual,2993 cc,289,600,AWD,4879.0,2073.0,1780.0,5.0,77.0
Mercedes-Benz,GLE 250 d,75075,2019,57000,Diesel,Automatic,Dehradun,Black,First,Individual,2143 cc,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0
Mercedes-Benz,C-Class C200 Progressive,64675,2021,2610,Petrol,Automatic,Bangalore,White,First,Individual,1991 cc,201,300,RWD,4686.0,1810.0,1442.0,5.0,66.0
Maruti Suzuki,Ciaz VDi+ SHVS,8450,2017,92000,Diesel,Manual,Jalandhar,White,Second,Individual,1248 cc,89,200,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,Ignis Zeta 1.2 AMT,6773,2017,40879,Petrol,Automatic,Mumbai,Red,First,Individual,1197 cc,82,113,FWD,3700.0,1690.0,1595.0,5.0,32.0
Ford,Ecosport Titanium 1.5L TDCi,7410,2016,80000,Diesel,Manual,Gurgaon,Black,First,Individual,1498 cc,99,205,FWD,3999.0,1765.0,1708.0,5.0,52.0
Mercedes-Benz,GLC 220d 4MATIC Progressive,105300,2022,5500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,1950 cc,192,400,AWD,4658.0,1890.0,1644.0,5.0,66.0
Renault,Kwid 1.0 RXT [2016-2019],3887,2018,19000,Petrol,Manual,Kolkata,Red,First,Individual,999 cc,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0
Skoda,Rapid Ambition 1.6 TDI CR MT,4550,2012,130000,Diesel,Manual,Nashik,White,First,Individual,1598 cc,105,250,FWD,4386.0,1699.0,1466.0,5.0,55.0
Maruti Suzuki,Swift DZire VDI,7475,2017,35000,Diesel,Manual,Patna,White,First,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Honda,Brio VX AT,4355,2013,64418,Petrol,Automatic,Mumbai,Silver,Second,Individual,1198 cc,87,109,FWD,3610.0,1680.0,1500.0,5.0,35.0
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],6240,2019,10265,Petrol,Manual,Hyderabad,Grey,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,Wagon R LXi 1.0 CNG,8775,2021,15000,CNG,Manual,Pune,White,First,Individual,998 cc,58,78,FWD,3655.0,1620.0,1675.0,5.0,60.0
Ford,Fiesta Titanium Diesel,4550,2012,85000,Diesel,Manual,Jaipur,Silver,First,Individual,1498 cc,89,204,FWD,4320.0,1764.0,1486.0,5.0,40.0
Mercedes-Benz,GLA 200 d Style,32500,2018,90000,Diesel,Automatic,Mumbai,Bronze,Second,Individual,2143 cc,134,300,FWD,4424.0,1804.0,1494.0,5.0,50.0
Maruti Suzuki,Wagon R LXI CNG,5200,2017,43000,CNG,Manual,Agra,Grey,First,Individual,998 cc,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],35750,2017,219000,Diesel,Automatic,Jaipur,White,Second,Individual,2755 cc,174,450,AWD,4795.0,1855.0,1835.0,7.0,80.0
Maruti Suzuki,Vitara Brezza ZDi Plus,10270,2017,50000,Diesel,Manual,Delhi,White,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Alto 800 Std,2340,2014,48000,Petrol,Manual,Ranchi,Silver,Third,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Hyundai,Xcent SX 1.1 CRDi,7163,2019,39000,Diesel,Manual,Jaipur,White,First,Individual,1120 cc,71,160,FWD,3995.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,Vitara Brezza VDi,11180,2018,33030,Diesel,Manual,Jaipur,Red,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Honda,City 1.5 E MT,4875,2013,86000,Petrol,Manual,Mumbai,Purple,Second,Individual,1497 cc,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0
Maruti Suzuki,Ciaz Alpha 1.4 AT,9425,2017,55000,Petrol,Automatic,Noida,White,First,Individual,1373 cc,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],5200,2017,35000,Petrol,Manual,Kolkata,Blue,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Jeep,Compass Limited (O) 1.4 Petrol DCT,29575,2022,2000,Petrol,Automatic,Kolkata,Green,First,Individual,1368 cc,161,250,FWD,4405.0,1818.0,1640.0,5.0,60.0
Jeep,Compass Limited 2.0 Diesel [2017-2020],16250,2018,90000,Diesel,Manual,Ludhiana,Silver,First,Individual,1956 cc,171,350,FWD,4395.0,1818.0,1640.0,5.0,60.0
Honda,City 1.5 S MT,6487,2012,96506,Petrol,Manual,Bangalore,Silver,Second,Individual,1497 cc,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0
Volkswagen,Vento Highline Petrol AT,5187,2014,88000,Petrol,Automatic,Faridabad,Silver,First,Individual,1598 cc,103,153,FWD,4384.0,1699.0,1466.0,5.0,55.0
Mercedes-Benz,E-Class 280 CDI Elegance,4355,2008,140987,Diesel,Automatic,Jalandhar,Gold,Second,Individual,2987 cc,198,456,RWD,4818.0,1822.0,1420.0,5.0,80.0
Maruti Suzuki,Swift DZire VXI,5850,2015,52000,Petrol,Manual,Roorkee,White,First,Individual,1197 cc,85,114,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Celerio VXi AMT,5330,2015,54443,Petrol,Automatic,Mumbai,White,First,Individual,998 cc,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],79300,2020,9500,Diesel,Automatic,Mumbai,Silver,First,Corporate,1950 cc,192,400,RWD,5063.0,1860.0,1494.0,5.0,80.0
Audi,A4 30 TFSI Technology Pack,39000,2017,42000,Petrol,Automatic,Pune,White,First,Individual,1395 cc,148,250,FWD,4726.0,1842.0,1427.0,5.0,54.0
Datsun,Redigo T(O) 1.0,3250,2018,25000,Petrol,Manual,Kolkata,Grey,Second,Individual,999 cc,67,91,FWD,3429.0,1560.0,1541.0,5.0,28.0
BMW,X3 xDrive 20d Luxury Line [2018-2020],80600,2021,39000,Diesel,Automatic,Ahmedabad,White,First,Individual,1995 cc,190,400,AWD,4657.0,1881.0,1678.0,5.0,67.0
Maruti Suzuki,Swift VDi,7670,2014,86000,Diesel,Manual,Coimbatore,White,First,Individual,1248 cc,74,190,FWD,3850.0,1695.0,1530.0,5.0,42.0
MINI,Countryman Cooper D,16900,2013,50300,Diesel,Automatic,Delhi,Green,Second,Individual,1995 cc,112,270,FWD,4097.0,1789.0,1561.0,5.0,47.0
Mahindra,XUV500 W11 (O) AT,21320,2018,43000,Diesel,Automatic,Mumbai,Bronze,First,Individual,2179 cc,153,360,FWD,4585.0,1890.0,1785.0,7.0,70.0
Mahindra,XUV500 W8,9620,2013,83555,Diesel,Manual,Hyderabad,Black,First,Individual,2179 cc,140,330,FWD,4585.0,1890.0,1785.0,7.0,70.0
Ford,Ecosport Titanium 1.5 TDCi,6890,2013,75000,Diesel,Manual,Mumbai,White,First,Individual,1498 cc,89,204,FWD,3999.0,1765.0,1708.0,5.0,52.0
Hyundai,Creta SX (O) 1.5 Diesel Automatic,25870,2022,5800,Diesel,Automatic,Surat,White,First,Individual,1493 cc,113,250,FWD,4300.0,1790.0,1635.0,5.0,50.0
Toyota,Fortuner 2.8 4x2 MT [2016-2020],42250,2018,173000,Diesel,Manual,Bangalore,White,First,Individual,2755 cc,174,420,RWD,4795.0,1855.0,1835.0,7.0,80.0
Kia,Seltos GTX Plus AT 1.4 [2019-2020],25675,2021,7000,Petrol,Automatic,Bangalore,Grey,First,Individual,1353 cc,138,242,FWD,4315.0,1800.0,1645.0,5.0,50.0
Mahindra,XUV500 W10 AWD,9555,2015,121000,Diesel,Manual,Kanpur,White,First,Individual,2179 cc,138,330,AWD,4585.0,1890.0,1785.0,7.0,70.0
Tata,Safari 2.2 EX 4x2,5525,2013,96000,Diesel,Manual,Ambala Cantt,White,First,Individual,2179 cc,138,320,RWD,4655.0,1965.0,1922.0,7.0,55.0
Toyota,Etios Liva G,4095,2011,38091,Petrol,Manual,Mumbai,Red,First,Individual,1197 cc,80,104,FWD,3775.0,1695.0,1510.0,5.0,45.0
Hyundai,Eon Sportz,3575,2013,34000,Petrol,Manual,Pune,Blue,First,Individual,814 cc,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0
Honda,City SV Diesel,9750,2018,75000,Diesel,Manual,Faridabad,White,First,Individual,1498 cc,99,200,FWD,4440.0,1695.0,1495.0,5.0,40.0
Toyota,Etios VXD,6045,2014,82000,Diesel,Manual,Ludhiana,Silver,First,Individual,1364 cc,67,170,FWD,4265.0,1695.0,1510.0,5.0,45.0
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],17225,2021,20000,Petrol,Manual,Bangalore,Maroon,First,Individual,998 cc,118,172,FWD,3995.0,1790.0,1647.0,5.0,45.0
Maruti Suzuki,Swift DZire VDI,2275,2008,65000,Diesel,Manual,Jamshedpur,Silver,Second,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Mercedes-Benz,E-Class E200,12350,2011,65000,Petrol,Automatic,Mumbai,Black,Second,Individual,1991 cc,184,300,RWD,4879.0,1854.0,1474.0,5.0,80.0
